id,state,district,city,lat,lon,street_name,road_type,time_of_day,day_of_week,crime_rate,lighting_level,crowd_density,cctv_count,distance_to_police_m,recent_reports,population_density_per_km2,safety_score,is_safe
3691,Maharashtra,Nashik,Nashik,20.022907,73.773877,School Street 620,Highway,Evening,Sunday,0.029,0.915,0.79,5,967,0,8721,83.47,safe
3692,Maharashtra,Nashik,Nashik,19.93396,73.747056,Bus Stand 524,Alley,Night,Sunday,0.198,0.113,0.029,0,2123,1,5391,4.47,not safe
3693,Maharashtra,Nashik,Nashik,19.950204,73.86038,School Street 946,College Area,Afternoon,Thursday,0.31,0.93,0.962,4,786,1,7514,75.26,safe
3694,Maharashtra,Nashik,Nashik,20.094939,73.843604,Industrial Area 94,College Area,Night,Wednesday,0.122,0.607,0.544,6,532,0,8537,60.73,medium
3695,Maharashtra,Nashik,Nashik,19.93182,73.848955,School Street 530,Market Street,Morning,Wednesday,0.208,0.931,0.323,4,157,3,7076,59.71,medium
3696,Maharashtra,Nashik,Nashik,20.01169,73.736363,Market Road 957,Highway,Evening,Friday,0.017,0.97,0.655,6,1193,0,5385,82.88,safe
3697,Maharashtra,Nashik,Nashik,19.999494,73.823643,Hospital Road 234,Highway,Evening,Tuesday,0.172,0.9,0.337,6,1608,0,7591,68.04,medium
3698,Maharashtra,Nashik,Nashik,20.021476,73.851004,Nehru Road 357,Highway,Afternoon,Sunday,0.06,1.0,0.422,9,1707,1,9844,79.61,safe
3699,Maharashtra,Nashik,Nashik,19.944314,73.724973,Industrial Area 531,College Area,Night,Wednesday,0.0,0.594,0.497,6,394,0,5745,63.82,medium
3700,Maharashtra,Nashik,Nashik,20.089463,73.823821,Market Road 613,Alley,Afternoon,Sunday,0.217,0.404,0.375,1,2101,0,7663,37.59,not safe
3701,Maharashtra,Nashik,Nashik,19.960382,73.857448,Park Lane 822,College Area,Evening,Tuesday,0.203,0.769,0.778,7,348,1,8549,72.45,safe
3702,Maharashtra,Nashik,Nashik,19.974654,73.853542,Housing Society 730,Market Street,Evening,Tuesday,0.18,0.467,1.0,5,269,0,8372,71.43,safe
3703,Maharashtra,Nashik,Nashik,19.9455,73.78067,Railway Station Road 596,Market Street,Afternoon,Monday,0.147,1.0,0.968,4,319,0,8461,88.36,safe
3704,Maharashtra,Nashik,Nashik,19.957488,73.848998,Temple Street 654,Main Road,Afternoon,Friday,0.088,0.976,0.676,6,756,0,9727,86.5,safe
3705,Maharashtra,Nashik,Nashik,20.005856,73.834918,Industrial Area 188,College Area,Night,Wednesday,0.183,0.672,0.405,6,412,3,8556,43.35,medium
3706,Maharashtra,Nashik,Nashik,20.030404,73.888382,Shivaji Path 402,Alley,Evening,Friday,0.145,0.441,0.601,2,1665,1,7686,38.37,not safe
3707,Maharashtra,Nashik,Nashik,19.957241,73.775341,Railway Station Road 551,Highway,Afternoon,Wednesday,0.041,0.974,0.656,8,1674,0,6425,87.87,safe
3708,Maharashtra,Nashik,Nashik,19.970267,73.877873,College Road 259,Residential,Night,Sunday,0.299,0.489,0.29,2,753,3,8994,21.29,not safe
3709,Maharashtra,Nashik,Nashik,19.904827,73.731091,School Street 403,Residential,Morning,Tuesday,0.0,0.74,0.165,1,609,2,8827,53.25,medium
3710,Maharashtra,Nashik,Nashik,20.032301,73.704823,Market Road 951,Alley,Night,Friday,0.324,0.015,0.011,3,2488,2,7989,0.0,not safe
3711,Maharashtra,Nashik,Nashik,20.073572,73.750896,Market Road 524,Market Street,Night,Tuesday,0.254,0.68,0.732,7,182,2,8768,54.61,medium
3712,Maharashtra,Nashik,Nashik,20.026802,73.879255,Market Road 53,Alley,Night,Friday,0.35,0.109,0.0,2,2058,1,8958,2.23,not safe
3713,Maharashtra,Nashik,Nashik,19.911507,73.723396,Main Street 488,Alley,Night,Wednesday,0.296,0.115,0.0,4,1446,2,5503,4.77,not safe
3714,Maharashtra,Nashik,Nashik,20.05949,73.886725,Main Street 144,Main Road,Morning,Wednesday,0.063,1.0,0.775,4,230,0,8943,91.46,safe
3715,Maharashtra,Nashik,Nashik,19.910588,73.768278,Station Road 43,Residential,Evening,Monday,0.246,0.482,0.613,2,759,0,7118,52.13,medium
3716,Maharashtra,Nashik,Nashik,20.062797,73.752006,School Street 549,Highway,Afternoon,Sunday,0.007,0.903,0.558,8,1383,0,7146,86.61,safe
3717,Maharashtra,Nashik,Nashik,20.037957,73.843661,Main Street 948,College Area,Night,Tuesday,0.149,0.399,0.585,7,470,1,5709,52.36,medium
3718,Maharashtra,Nashik,Nashik,19.914864,73.849553,Station Road 913,College Area,Morning,Monday,0.151,0.975,0.977,6,574,0,5913,92.51,safe
3719,Maharashtra,Nashik,Nashik,19.987614,73.698587,Main Street 346,Market Street,Evening,Wednesday,0.18,0.898,1.0,5,563,2,8606,70.73,safe
3720,Maharashtra,Nashik,Nashik,20.066769,73.840056,IT Park 247,Main Road,Afternoon,Friday,0.157,1.0,1.0,8,314,2,7328,86.72,safe
3721,Maharashtra,Nashik,Nashik,19.901573,73.751319,Market Road 951,Market Street,Evening,Sunday,0.154,0.708,1.0,6,352,0,7256,79.32,safe
3722,Maharashtra,Nashik,Nashik,20.015777,73.886945,Shivaji Path 156,Residential,Evening,Sunday,0.323,0.597,0.623,1,1051,0,6959,49.94,medium
3723,Maharashtra,Nashik,Nashik,20.084958,73.814191,Shivaji Path 176,Alley,Afternoon,Friday,0.174,0.476,0.572,1,1037,0,6403,49.43,medium
3724,Maharashtra,Nashik,Nashik,19.931782,73.74139,MG Road 978,Main Road,Morning,Friday,0.098,0.878,0.612,5,397,0,8972,84.77,safe
3725,Maharashtra,Nashik,Nashik,20.074123,73.772673,Market Road 829,Alley,Morning,Monday,0.163,0.562,0.239,4,1699,0,6717,48.45,medium
3726,Maharashtra,Nashik,Nashik,19.991886,73.838785,Shivaji Path 866,Alley,Afternoon,Tuesday,0.231,0.547,0.0,0,1493,0,7175,34.28,not safe
3727,Maharashtra,Nashik,Nashik,20.002947,73.739784,Railway Station Road 625,Main Road,Afternoon,Tuesday,0.121,1.0,0.9,6,415,0,7248,92.3,safe
3728,Maharashtra,Nashik,Nashik,19.945615,73.872467,Market Road 110,Residential,Afternoon,Saturday,0.158,0.991,0.301,5,449,0,8910,72.31,safe
3729,Maharashtra,Nashik,Nashik,20.075583,73.779224,Temple Street 446,Market Street,Night,Thursday,0.2,0.529,0.449,6,348,2,9640,44.47,medium
3730,Maharashtra,Nashik,Nashik,19.975406,73.775081,Nehru Road 238,Residential,Morning,Thursday,0.061,0.659,0.478,2,1399,1,6407,58.21,medium
3731,Maharashtra,Nashik,Nashik,19.943105,73.702325,Railway Station Road 454,Main Road,Night,Sunday,0.098,0.502,0.123,5,928,2,7530,37.93,not safe
3732,Maharashtra,Nashik,Nashik,19.901042,73.745889,Commercial Complex 24,Market Street,Evening,Tuesday,0.227,0.654,1.0,6,176,0,7465,76.66,safe
3733,Maharashtra,Nashik,Nashik,19.955826,73.722971,Bus Stand 448,Market Street,Evening,Wednesday,0.097,0.647,1.0,7,207,0,5351,81.73,safe
3734,Maharashtra,Nashik,Nashik,20.065354,73.747158,MG Road 512,Market Street,Night,Sunday,0.19,0.626,0.293,6,562,0,7352,53.0,medium
3735,Maharashtra,Nashik,Nashik,19.917487,73.769359,Railway Station Road 622,Main Road,Evening,Tuesday,0.14,0.758,0.925,6,202,0,7654,82.24,safe
3736,Maharashtra,Nashik,Nashik,19.921969,73.784422,College Road 616,College Area,Night,Tuesday,0.0,0.655,0.333,7,633,1,7900,57.37,medium
3737,Maharashtra,Nashik,Nashik,19.943997,73.879569,Commercial Complex 213,Main Road,Evening,Wednesday,0.011,0.77,0.797,5,255,0,5729,82.09,safe
3738,Maharashtra,Nashik,Nashik,19.911023,73.783664,Commercial Complex 281,Main Road,Evening,Tuesday,0.187,0.849,0.916,7,493,0,5888,82.97,safe
3739,Maharashtra,Nashik,Nashik,20.01074,73.877007,Commercial Complex 615,Alley,Morning,Saturday,0.146,0.529,0.089,1,2218,0,8228,39.12,not safe
3740,Maharashtra,Nashik,Nashik,19.944042,73.692123,Shivaji Path 661,College Area,Morning,Thursday,0.012,0.891,0.543,6,598,0,7117,85.79,safe
3741,Maharashtra,Nashik,Nashik,20.040883,73.744756,MG Road 399,Market Street,Evening,Wednesday,0.33,0.755,1.0,3,510,1,9017,64.92,medium
3742,Maharashtra,Nashik,Nashik,19.903915,73.716724,Commercial Complex 21,Alley,Night,Saturday,0.396,0.104,0.046,3,1633,4,9772,0.0,not safe
3743,Maharashtra,Nashik,Nashik,20.070387,73.729626,Railway Station Road 932,Alley,Morning,Thursday,0.362,0.354,0.356,3,1990,0,9050,36.66,not safe
3744,Maharashtra,Nashik,Nashik,19.908133,73.696713,Market Road 357,Main Road,Evening,Wednesday,0.0,0.703,0.888,4,484,1,9056,74.92,safe
3745,Maharashtra,Nashik,Nashik,20.053665,73.861851,Market Road 491,Main Road,Afternoon,Tuesday,0.121,1.0,0.651,5,581,0,6127,84.98,safe
3746,Maharashtra,Nashik,Nashik,20.075423,73.817448,Hospital Road 614,Market Street,Afternoon,Sunday,0.294,0.758,0.866,6,464,0,8326,78.13,safe
3747,Maharashtra,Nashik,Nashik,19.936338,73.768196,Station Road 391,Highway,Morning,Sunday,0.298,0.963,0.631,7,1951,2,9919,68.5,medium
3748,Maharashtra,Nashik,Nashik,20.062129,73.760726,Shivaji Path 93,College Area,Afternoon,Monday,0.233,0.914,0.995,3,312,0,6600,83.7,safe
3749,Maharashtra,Nashik,Nashik,19.947811,73.877363,School Street 52,Highway,Morning,Friday,0.093,0.896,0.072,9,538,0,7521,81.86,safe
3750,Maharashtra,Nashik,Nashik,19.981769,73.783424,Market Road 464,Main Road,Evening,Tuesday,0.173,0.755,1.0,8,872,1,9145,77.33,safe
3751,Maharashtra,Nashik,Nashik,19.963873,73.809457,IT Park 286,Main Road,Afternoon,Thursday,0.192,1.0,0.908,6,339,1,6434,85.71,safe
3752,Maharashtra,Nashik,Nashik,19.995754,73.724866,Temple Street 171,Market Street,Morning,Tuesday,0.202,0.862,0.703,3,531,0,6793,77.39,safe
3753,Maharashtra,Nashik,Nashik,20.064467,73.73179,College Road 636,Residential,Afternoon,Wednesday,0.054,0.634,0.633,1,1214,0,5032,63.32,medium
3754,Maharashtra,Nashik,Nashik,20.002367,73.720502,School Street 482,Alley,Afternoon,Tuesday,0.346,0.663,0.464,4,1283,2,6108,40.06,medium
3755,Maharashtra,Nashik,Nashik,19.951603,73.7916,MG Road 828,Main Road,Morning,Monday,0.158,0.911,0.569,6,836,0,5235,82.23,safe
3756,Maharashtra,Nashik,Nashik,20.037953,73.797421,Main Street 276,Main Road,Morning,Sunday,0.136,0.812,0.79,4,811,0,6458,81.97,safe
3757,Maharashtra,Nashik,Nashik,20.010562,73.744259,Railway Station Road 567,Highway,Afternoon,Tuesday,0.0,0.9,0.602,8,1053,0,7897,89.27,safe
3758,Maharashtra,Nashik,Nashik,19.963282,73.818114,School Street 955,Main Road,Afternoon,Sunday,0.012,0.94,0.757,5,319,0,9519,90.19,safe
3759,Maharashtra,Nashik,Nashik,19.996409,73.837752,MG Road 334,Main Road,Evening,Friday,0.252,0.926,0.711,8,338,0,6395,81.12,safe
3760,Maharashtra,Nashik,Nashik,20.009465,73.882046,MG Road 513,Market Street,Morning,Thursday,0.093,0.618,0.755,7,151,0,6279,83.5,safe
3761,Maharashtra,Nashik,Nashik,19.976161,73.769084,Park Lane 172,Residential,Night,Tuesday,0.309,0.481,0.252,3,886,1,6456,30.87,not safe
3762,Maharashtra,Nashik,Nashik,20.022858,73.692198,Park Lane 248,Market Street,Evening,Friday,0.136,0.707,1.0,3,522,0,7167,74.48,safe
3763,Maharashtra,Nashik,Nashik,19.916989,73.70934,Market Road 474,Main Road,Night,Tuesday,0.159,0.61,0.626,5,817,1,7717,54.42,medium
3764,Maharashtra,Nashik,Nashik,20.088767,73.815205,Main Street 731,Main Road,Afternoon,Saturday,0.115,1.0,0.838,6,406,2,7775,81.28,safe
3765,Maharashtra,Nashik,Nashik,20.074295,73.864215,Station Road 69,Alley,Afternoon,Monday,0.221,0.359,0.445,1,2108,0,8172,37.74,not safe
3766,Maharashtra,Nashik,Nashik,19.984169,73.726561,Temple Street 472,Market Street,Night,Saturday,0.149,0.651,0.519,3,561,0,5317,54.88,medium
3767,Maharashtra,Nashik,Nashik,19.932914,73.867019,Commercial Complex 564,Market Street,Night,Friday,0.159,0.515,0.632,7,306,0,6686,60.72,medium
3768,Maharashtra,Nashik,Nashik,19.946055,73.715602,Railway Station Road 986,College Area,Evening,Sunday,0.077,0.748,0.755,6,359,0,8579,78.7,safe
3769,Maharashtra,Nashik,Nashik,20.008719,73.839492,Commercial Complex 770,Highway,Night,Tuesday,0.0,0.481,0.108,8,1946,0,7398,51.46,medium
3770,Maharashtra,Nashik,Nashik,19.932399,73.850409,Hospital Road 879,Alley,Afternoon,Sunday,0.311,0.582,0.361,2,1952,1,7117,35.68,not safe
3771,Maharashtra,Nashik,Nashik,19.982419,73.712206,Station Road 212,Residential,Evening,Sunday,0.158,0.745,0.912,3,409,0,7616,70.58,safe
3772,Maharashtra,Nashik,Nashik,19.979931,73.814412,Temple Street 119,Market Street,Night,Thursday,0.158,0.575,0.612,5,154,0,9997,59.61,medium
3773,Maharashtra,Nashik,Nashik,19.921773,73.852805,Commercial Complex 307,Highway,Morning,Wednesday,0.075,1.0,0.37,7,1812,0,9614,81.59,safe
3774,Maharashtra,Nashik,Nashik,19.987809,73.749892,Bus Stand 204,Residential,Afternoon,Thursday,0.114,0.838,0.228,5,1147,0,7035,64.86,medium
3775,Maharashtra,Nashik,Nashik,19.944,73.76103,Park Lane 461,Market Street,Afternoon,Saturday,0.238,0.854,0.771,3,504,3,7061,60.61,medium
3776,Maharashtra,Nashik,Nashik,19.960105,73.692806,Temple Street 406,Main Road,Afternoon,Monday,0.044,1.0,1.0,5,822,0,7988,93.07,safe
3777,Maharashtra,Nashik,Nashik,19.970805,73.857115,Shivaji Path 926,Alley,Evening,Thursday,0.174,0.399,0.321,2,1905,0,9135,34.65,not safe
3778,Maharashtra,Nashik,Nashik,19.96982,73.734923,Commercial Complex 478,College Area,Night,Wednesday,0.095,0.609,0.228,6,500,1,9790,50.44,medium
3779,Maharashtra,Nashik,Nashik,19.951739,73.709427,Nehru Road 475,Main Road,Night,Monday,0.098,0.697,0.524,8,706,0,7776,66.44,medium
3780,Maharashtra,Nashik,Nashik,20.020288,73.775831,Shivaji Path 971,Main Road,Morning,Wednesday,0.089,0.871,0.802,7,627,0,6361,90.51,safe
3781,Maharashtra,Nashik,Nashik,20.087781,73.84915,Housing Society 55,Highway,Night,Thursday,0.044,0.561,0.012,5,1908,0,7077,45.91,medium
3782,Maharashtra,Nashik,Nashik,20.02552,73.811425,IT Park 80,Market Street,Evening,Wednesday,0.18,0.627,0.909,6,201,2,8476,65.45,medium
3783,Maharashtra,Nashik,Nashik,20.076859,73.73306,Hospital Road 565,Alley,Morning,Sunday,0.247,0.352,0.452,1,951,3,7470,29.17,not safe
3784,Maharashtra,Nashik,Nashik,19.924269,73.730421,Bus Stand 70,Highway,Evening,Tuesday,0.105,0.682,0.778,6,698,1,6050,72.97,safe
3785,Maharashtra,Nashik,Nashik,20.077608,73.707134,Temple Street 945,Market Street,Afternoon,Monday,0.093,0.826,1.0,4,299,1,6175,81.36,safe
3786,Maharashtra,Nashik,Nashik,20.014871,73.886511,Main Street 150,College Area,Evening,Monday,0.108,0.578,0.816,7,722,0,6716,74.42,safe
3787,Maharashtra,Nashik,Nashik,19.961504,73.793005,MG Road 522,Main Road,Evening,Monday,0.0,0.981,1.0,4,635,0,5500,88.35,safe
3788,Maharashtra,Nashik,Nashik,20.084222,73.8773,Railway Station Road 414,Highway,Night,Wednesday,0.043,0.694,0.133,5,1290,0,7800,54.77,medium
3789,Maharashtra,Nashik,Nashik,20.022038,73.752088,Industrial Area 292,Highway,Morning,Sunday,0.237,1.0,0.468,7,1176,1,9086,76.87,safe
3790,Maharashtra,Nashik,Nashik,20.078725,73.783334,Hospital Road 600,Residential,Night,Sunday,0.193,0.413,0.011,3,580,2,5946,24.35,not safe
3791,Maharashtra,Nashik,Nashik,19.902677,73.691446,Bus Stand 444,Market Street,Morning,Saturday,0.002,0.731,1.0,6,593,1,9026,85.25,safe
3792,Maharashtra,Nashik,Nashik,19.95514,73.864434,School Street 747,College Area,Morning,Tuesday,0.022,0.857,0.941,4,547,0,7016,89.85,safe
3793,Maharashtra,Nashik,Nashik,20.04027,73.775676,Commercial Complex 339,College Area,Night,Saturday,0.075,0.396,0.469,3,782,1,8867,44.62,medium
3794,Maharashtra,Nashik,Nashik,19.918557,73.844458,Market Road 148,Main Road,Afternoon,Monday,0.222,1.0,0.658,4,379,0,5188,81.61,safe
3795,Maharashtra,Nashik,Nashik,20.07017,73.821467,Commercial Complex 283,Alley,Afternoon,Monday,0.169,0.554,0.31,2,1742,0,8952,44.27,medium
3796,Maharashtra,Nashik,Nashik,20.011923,73.700504,Station Road 311,Residential,Afternoon,Tuesday,0.0,0.796,0.606,5,1436,0,9048,73.34,safe
3797,Maharashtra,Nashik,Nashik,19.95302,73.788146,IT Park 583,Main Road,Night,Sunday,0.153,0.536,0.356,8,206,1,8153,54.9,medium
3798,Maharashtra,Nashik,Nashik,19.915479,73.743067,Park Lane 438,Market Street,Evening,Tuesday,0.259,0.73,0.88,3,536,2,6438,58.9,medium
3799,Maharashtra,Nashik,Nashik,19.964395,73.801468,MG Road 68,Main Road,Morning,Wednesday,0.107,1.0,0.374,8,451,1,7999,82.02,safe
3800,Maharashtra,Nashik,Nashik,19.907197,73.78038,Bus Stand 806,Residential,Afternoon,Thursday,0.227,0.903,0.616,4,876,0,9796,70.71,safe
3801,Maharashtra,Nashik,Nashik,19.919254,73.853248,Gandhi Chowk 948,College Area,Night,Monday,0.095,0.332,0.545,6,711,0,9475,53.8,medium
3802,Maharashtra,Nashik,Nashik,20.088902,73.774653,College Road 686,Alley,Evening,Friday,0.346,0.514,0.446,4,1070,0,7674,42.04,medium
3803,Maharashtra,Nashik,Nashik,20.007006,73.75585,Housing Society 872,Alley,Evening,Friday,0.194,0.418,0.295,2,2308,0,7208,33.53,not safe
3804,Maharashtra,Nashik,Nashik,19.914278,73.774352,School Street 562,College Area,Evening,Saturday,0.137,0.676,0.875,6,730,2,9758,65.64,medium
3805,Maharashtra,Nashik,Nashik,19.983447,73.870932,Industrial Area 540,Main Road,Evening,Sunday,0.157,0.823,0.75,6,769,1,8193,72.02,safe
3806,Maharashtra,Nashik,Nashik,19.989067,73.814607,Shivaji Path 232,Residential,Night,Thursday,0.202,0.371,0.08,3,1172,1,5060,26.46,not safe
3807,Maharashtra,Nashik,Nashik,20.022973,73.80084,Market Road 337,Market Street,Evening,Thursday,0.276,0.691,0.904,3,253,2,9397,59.31,medium
3808,Maharashtra,Nashik,Nashik,19.997609,73.730651,Commercial Complex 53,Market Street,Evening,Sunday,0.0,0.562,1.0,3,221,0,5892,76.44,safe
3809,Maharashtra,Nashik,Nashik,19.89889,73.752349,Market Road 110,Main Road,Afternoon,Sunday,0.165,0.883,0.901,6,847,0,7423,85.91,safe
3810,Maharashtra,Nashik,Nashik,19.994629,73.745581,Shivaji Path 902,Main Road,Night,Tuesday,0.173,0.567,0.32,6,264,1,9509,51.06,medium
3811,Maharashtra,Nashik,Nashik,19.973925,73.700694,Main Street 715,Market Street,Evening,Thursday,0.184,0.686,1.0,3,464,1,8296,67.81,medium
3812,Maharashtra,Nashik,Nashik,20.018761,73.765062,Commercial Complex 430,Market Street,Evening,Wednesday,0.212,0.643,1.0,3,235,1,6512,67.04,medium
3813,Maharashtra,Nashik,Nashik,19.935655,73.700634,College Road 249,Main Road,Night,Saturday,0.132,0.528,0.447,7,541,1,6244,53.97,medium
3814,Maharashtra,Nashik,Nashik,20.044451,73.886367,College Road 794,Highway,Morning,Thursday,0.071,0.984,0.364,9,1775,0,8111,84.38,safe
3815,Maharashtra,Nashik,Nashik,20.071141,73.696725,Commercial Complex 835,Alley,Afternoon,Thursday,0.144,0.541,0.511,2,1798,1,6674,43.43,medium
3816,Maharashtra,Nashik,Nashik,19.951213,73.838552,Bus Stand 32,Highway,Evening,Monday,0.02,0.99,0.485,8,947,0,5346,84.11,safe
3817,Maharashtra,Nashik,Nashik,20.040901,73.690051,Temple Street 242,Alley,Night,Thursday,0.167,0.147,0.306,1,1288,0,7153,21.84,not safe
3818,Maharashtra,Nashik,Nashik,19.967162,73.835517,Nehru Road 416,Alley,Afternoon,Wednesday,0.225,0.591,0.377,3,884,0,7389,50.64,medium
3819,Maharashtra,Nashik,Nashik,19.987636,73.702048,Shivaji Path 626,Main Road,Evening,Tuesday,0.032,0.718,1.0,7,830,1,8523,79.34,safe
3820,Maharashtra,Nashik,Nashik,19.90834,73.718378,Industrial Area 608,Alley,Morning,Monday,0.092,0.617,0.241,2,814,0,6096,53.42,medium
3821,Maharashtra,Nashik,Nashik,20.078736,73.820345,College Road 85,College Area,Morning,Tuesday,0.191,0.922,0.484,6,687,0,7726,79.56,safe
3822,Maharashtra,Nashik,Nashik,19.993948,73.825651,School Street 439,Alley,Morning,Sunday,0.228,0.518,0.488,0,1098,2,6607,37.38,not safe
3823,Maharashtra,Nashik,Nashik,19.99526,73.842115,Park Lane 53,Residential,Night,Tuesday,0.283,0.322,0.0,5,533,0,8503,32.4,not safe
3824,Maharashtra,Nashik,Nashik,20.08053,73.807848,Station Road 137,Highway,Evening,Saturday,0.0,0.812,0.774,6,839,0,5945,83.59,safe
3825,Maharashtra,Nashik,Nashik,20.035919,73.702527,Housing Society 683,Market Street,Morning,Monday,0.225,0.684,0.824,4,417,0,9563,76.75,safe
3826,Maharashtra,Nashik,Nashik,20.015664,73.721421,Gandhi Chowk 915,Highway,Evening,Monday,0.124,0.806,0.654,6,519,0,8826,78.92,safe
3827,Maharashtra,Nashik,Nashik,19.981365,73.849013,Station Road 597,Residential,Morning,Friday,0.078,0.71,0.164,1,1084,0,6271,57.77,medium
3828,Maharashtra,Nashik,Nashik,20.041554,73.831484,MG Road 842,Main Road,Afternoon,Thursday,0.013,0.979,0.899,4,988,0,9722,89.12,safe
3829,Maharashtra,Nashik,Nashik,19.984376,73.790527,Bus Stand 111,Highway,Evening,Friday,0.149,0.986,0.693,7,1504,0,9908,80.02,safe
3830,Maharashtra,Nashik,Nashik,19.961494,73.845495,Hospital Road 74,Market Street,Evening,Tuesday,0.128,0.752,0.979,6,175,0,8428,81.66,safe
3831,Maharashtra,Nashik,Nashik,20.093754,73.71764,College Road 474,Market Street,Evening,Tuesday,0.118,0.748,1.0,4,384,0,6475,78.24,safe
3832,Maharashtra,Nashik,Nashik,20.067091,73.719833,Hospital Road 99,Alley,Afternoon,Saturday,0.276,0.623,0.38,1,2441,0,7101,41.4,medium
3833,Maharashtra,Nashik,Nashik,19.90031,73.856181,Temple Street 33,Alley,Evening,Saturday,0.229,0.309,0.405,2,2005,1,8426,26.95,not safe
3834,Maharashtra,Nashik,Nashik,19.957989,73.875179,Gandhi Chowk 712,Alley,Night,Wednesday,0.241,0.201,0.0,4,1687,0,8447,17.36,not safe
3835,Maharashtra,Nashik,Nashik,20.011951,73.814419,Hospital Road 314,Highway,Night,Thursday,0.278,0.674,0.322,5,525,1,7045,49.83,medium
3836,Maharashtra,Nashik,Nashik,19.963234,73.718697,Shivaji Path 814,Highway,Evening,Tuesday,0.105,0.939,0.853,7,1413,0,8576,83.82,safe
3837,Maharashtra,Nashik,Nashik,19.959111,73.750645,Shivaji Path 473,Main Road,Afternoon,Monday,0.19,0.918,0.652,5,676,1,8751,75.41,safe
3838,Maharashtra,Nashik,Nashik,20.047624,73.853761,College Road 61,Market Street,Morning,Tuesday,0.01,0.631,0.757,7,167,2,9438,76.28,safe
3839,Maharashtra,Nashik,Nashik,20.079833,73.822534,Main Street 460,Main Road,Afternoon,Saturday,0.11,0.759,0.903,6,426,1,9489,81.61,safe
3840,Maharashtra,Nashik,Nashik,19.928207,73.855601,College Road 290,Highway,Evening,Friday,0.158,0.963,0.713,5,1855,0,5682,74.82,safe
3841,Maharashtra,Nashik,Nashik,20.076103,73.828226,Shivaji Path 736,Alley,Night,Thursday,0.283,0.153,0.0,1,2406,3,8721,0.0,not safe
3842,Maharashtra,Nashik,Nashik,20.073367,73.868986,Main Street 953,College Area,Evening,Saturday,0.163,0.666,0.703,3,413,0,9658,68.26,medium
3843,Maharashtra,Nashik,Nashik,20.055715,73.723847,Nehru Road 918,Alley,Morning,Wednesday,0.145,0.426,0.371,1,2346,2,5010,32.22,not safe
3844,Maharashtra,Nashik,Nashik,19.930734,73.875235,Gandhi Chowk 401,Main Road,Evening,Monday,0.13,0.809,0.836,6,807,0,8276,79.01,safe
3845,Maharashtra,Nashik,Nashik,20.050934,73.789748,Station Road 33,Highway,Night,Tuesday,0.111,0.64,0.248,9,929,1,6003,56.48,medium
3846,Maharashtra,Nashik,Nashik,19.930399,73.703431,Bus Stand 475,College Area,Night,Sunday,0.002,0.641,0.495,7,377,0,6883,66.48,medium
3847,Maharashtra,Nashik,Nashik,19.970901,73.693791,Industrial Area 461,Main Road,Evening,Saturday,0.191,0.948,1.0,7,899,0,8683,84.97,safe
3848,Maharashtra,Nashik,Nashik,19.904774,73.804752,IT Park 675,Highway,Afternoon,Monday,0.0,0.79,0.362,7,1329,0,7574,78.85,safe
3849,Maharashtra,Nashik,Nashik,19.934169,73.800337,Gandhi Chowk 978,Highway,Night,Monday,0.175,0.597,0.118,9,1912,0,8929,50.97,medium
3850,Maharashtra,Nashik,Nashik,19.971235,73.720546,Bus Stand 897,Highway,Afternoon,Monday,0.0,0.941,0.746,5,974,0,6197,89.07,safe
3851,Maharashtra,Nashik,Nashik,19.93167,73.711578,Park Lane 246,Market Street,Night,Wednesday,0.162,0.454,0.507,4,567,1,9136,45.8,medium
3852,Maharashtra,Nashik,Nashik,19.916066,73.794162,Nehru Road 739,Main Road,Night,Monday,0.177,0.641,0.453,7,553,1,9928,55.51,medium
3853,Maharashtra,Nashik,Nashik,20.010049,73.786512,MG Road 647,Highway,Evening,Sunday,0.238,0.87,0.925,6,849,0,8520,80.86,safe
3854,Maharashtra,Nashik,Nashik,20.014113,73.870398,Housing Society 346,Residential,Morning,Thursday,0.096,0.686,0.391,4,630,0,7355,67.94,medium
3855,Maharashtra,Nashik,Nashik,19.978747,73.690308,Hospital Road 207,Main Road,Afternoon,Wednesday,0.163,1.0,0.874,4,739,0,8592,85.9,safe
3856,Maharashtra,Nashik,Nashik,19.938099,73.702758,Hospital Road 281,Market Street,Night,Friday,0.164,0.449,0.572,6,288,1,7975,51.3,medium
3857,Maharashtra,Nashik,Nashik,20.0701,73.705659,Nehru Road 446,College Area,Morning,Thursday,0.15,1.0,0.645,5,766,0,6244,84.07,safe
3858,Maharashtra,Nashik,Nashik,20.097276,73.745956,School Street 298,Market Street,Night,Monday,0.141,0.489,0.8,6,329,4,9586,42.35,medium
3859,Maharashtra,Nashik,Nashik,20.060978,73.790251,Temple Street 341,Residential,Night,Friday,0.133,0.4,0.333,3,1172,1,6878,34.31,not safe
3860,Maharashtra,Nashik,Nashik,19.912156,73.700908,College Road 486,Alley,Night,Friday,0.263,0.0,0.129,4,1532,1,9258,10.03,not safe
3861,Maharashtra,Nashik,Nashik,19.932167,73.875521,Shivaji Path 946,Highway,Afternoon,Thursday,0.086,0.971,0.767,6,824,0,8620,89.91,safe
3862,Maharashtra,Nashik,Nashik,20.076648,73.854764,Market Road 308,College Area,Morning,Sunday,0.149,0.811,0.764,6,603,0,7659,84.07,safe
3863,Maharashtra,Nashik,Nashik,19.905149,73.869844,Shivaji Path 685,Market Street,Evening,Thursday,0.105,0.622,1.0,6,597,0,6587,77.42,safe
